,x1,x2,x3,y
0,2.101993738247991,4.708074979272727,3.1144115751639148,1.0
1,0.8025940966446614,-0.786733856287201,3.2213158945904583,2.0
2,1.3835407640873107,1.5552042636316477,0.7175508773143394,2.0
3,0.791015116131238,-1.5631329575386799,-1.0361522264248628,2.0
4,-0.4343876921236619,1.938289949942047,-1.39390540220638,3.0
5,4.216671211136909,1.8843403846638338,2.877489884140587,2.0
6,0.42070847354121194,1.393702064619983,-0.5765423740119319,3.0
7,2.0557344116355196,1.0261135754045283,-1.5147105470706135,2.0
8,-0.8590525589290704,-0.17659752813433638,-2.5545975345801706,3.0
9,2.5942489819211114,4.274295482291162,3.8983016652349303,1.0
10,-0.2572306832724707,-0.8320035719652281,0.6025763751805253,2.0
11,0.27395627434712694,0.621686901518528,-2.254420195093316,3.0
12,2.270117910733839,5.315184523854618,4.8537013232081465,1.0
13,0.7804368046203205,5.05873173074491,3.05383350579704,1.0
14,3.138186034496348,0.22670468897383167,-0.4555575784651391,2.0
15,0.6196473042733674,0.7696635593704687,-1.4153408361677728,3.0
16,3.4423050211471633,2.6258389252112972,3.967541007607498,1.0
17,0.30903013055127715,2.192492091340068,-1.487127598071631,3.0
18,-0.85675260126868,2.9004636905444396,-0.8905470130688573,3.0
19,-0.12431365568817587,0.11239136961297394,1.1623455535235985,2.0
20,0.9786576797230854,3.280742709163376,0.978975208664559,3.0
21,1.593698042108652,3.4818300193373752,0.7031210864383481,2.0
22,-0.24413547276652525,-0.9091591823961402,0.42658628116049413,2.0
23,0.7024192687849051,0.7696026341526072,-1.256637207367791,3.0
24,4.136099643662867,-0.15481584732505915,-3.039069791612649,2.0
25,2.5452260747647886,-0.38741483845980124,3.444236631103414,2.0
26,1.5959201554621572,2.191292706130671,3.7333953436643466,1.0
27,3.398352110285898,3.7002134725787994,0.4789737358317689,2.0
28,3.075725349718399,5.408072675954735,4.135178577189795,1.0
29,0.18139533505044814,2.710458994299878,-0.7742221350680927,3.0
30,-0.0630692489128768,1.5013675734322096,1.7929797422232747,2.0
31,0.25536198488122563,-0.8853079028950017,2.330196259415988,2.0
32,1.0547581642796184,1.7658559251281143,-0.424271208063263,3.0
33,-0.38997303540318073,1.8121666207110876,-1.1983251586108756,3.0
34,3.916032376199292,0.24827543884466174,-1.696599019829821,2.0
35,3.3994031626320624,4.430892305066514,2.575813898822382,1.0
36,0.22031672559369242,3.729996463127481,0.45524411186133706,2.0
37,3.5247809417685927,6.487905975514817,3.509858872919383,1.0
38,0.12854570896301665,4.353037486810546,2.749067592440249,1.0
39,1.9700848629988856,0.613099449936088,-0.22254805903317743,2.0
40,0.8949019647885739,3.903194163506816,2.6918958354790474,1.0
41,1.0537044331065053,-0.7331950501619391,0.025450599365093196,2.0
42,2.9072583290164618,-0.30925892050747433,1.148534923202861,2.0
43,3.501500169046184,2.9174197058800333,4.490642559450654,1.0
44,1.1643379125817406,3.530896841856938,0.3201242197058515,3.0
45,3.5854847379846664,5.2903460965576565,4.181514131831193,1.0
46,2.348072570543118,3.240808612754681,5.380914307827943,1.0
47,4.4868873724482725,7.0603747687919665,4.222685325989111,1.0
48,0.9770202723827556,2.2874556881899992,-0.5140177112317539,3.0
49,0.7420177984016134,1.2137385104826282,1.440183937534834,2.0
50,0.11035433897701519,1.399540632126062,-1.3630327888819898,3.0
51,1.3074567596266229,-0.9294763628665419,2.1518745441031357,2.0
52,3.5708480681491817,3.3500309372772694,3.255307939317035,1.0
53,3.239661751336441,3.171111671597714,2.6882620490965126,1.0
54,3.018430557372736,4.1428757000369085,4.067384455204734,1.0
55,4.805003892370161,-1.2341088392190618,-1.0271626799708318,2.0
56,2.983823956727891,3.81368958174912,3.803671779309469,1.0
57,0.423692648398514,3.8385428975448033,-0.16909457539641948,3.0
58,-0.9938517171627637,-0.9488917597051951,2.1203098281720507,2.0
59,-0.13249790596133026,0.8221161237180837,-1.3599921364760315,3.0
60,3.017319437846759,-2.533386447777204,1.3064232416046628,2.0
61,0.8567339238252087,1.4859765002203718,-0.942002223736089,3.0
62,0.4529370674745796,0.366703325732859,4.64430675933335,2.0
63,3.7904078308246816,3.141897650432511,4.076482178949921,2.0
64,1.3942552337447034,1.4741949069633424,3.487188677193528,1.0
65,-1.346667066599459,1.7433568644860769,2.605023567526681,2.0
66,-1.6276071610863285,2.3279529289283967,3.064617983087172,2.0
67,1.9761299670954051,1.001909807697735,1.9552859570088508,2.0
68,3.4624102388874465,3.18803467273485,1.6652884800009125,1.0
69,1.0229220895253557,4.220457511580396,3.933094617485823,1.0
70,2.9412001489347954,4.05866906484575,3.451053232456829,1.0
71,0.4513431395705012,-0.9985755011044049,-1.6605911794240817,2.0
72,1.812866346685928,2.7387881971866994,0.6598275550347729,3.0
73,-1.0839875416218776,1.5551938790570738,-1.7305599794127509,3.0
74,2.2791796785425755,4.257501097661611,3.425079247606693,1.0
75,-0.40491724460126555,2.151342325883676,-0.8812083797746258,3.0
76,3.0020653467109835,3.4704414248975297,2.7950367152236346,1.0
77,2.800550799968033,4.506738827394445,3.487171083046573,1.0
78,0.8220390631556409,0.7069074094248582,-1.4767422071460503,3.0
79,0.7566929935905041,1.8920892286896296,-1.0651253119631268,3.0
80,0.5721458600322569,-0.9001133819451468,0.3392417543505964,2.0
81,2.34078814484437,6.204000140276928,4.510515720476288,1.0
82,3.237970294304604,4.348698331717441,3.096978719349447,1.0
83,-0.2572220699591201,1.5656063335549613,0.8797691527946623,2.0
84,0.4205376046239401,4.636333283185876,0.9585411541665602,3.0
85,3.1315430913959483,5.025370996369235,4.253832631942388,1.0
86,-0.08354965131139408,1.7311132092220136,-1.152543805108593,3.0
87,1.7410274268740198,4.200171376799739,3.642760153499034,1.0
88,3.2996218175458063,7.031477182710449,3.0756546421881685,1.0
